,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
9466,2017-01-04 10:17:46,2017-01-04 10:27:19,573,Wolcott Ave & Polk St,Ada St & Washington Blvd,Subscriber,Female,1988.0
1274764,2017-06-14 08:21:52,2017-06-14 08:32:22,630,Clinton St & Washington Blvd,Columbus Dr & Randolph St,Subscriber,Male,1962.0
189197,2017-02-17 12:03:46,2017-02-17 12:10:59,433,McClurg Ct & Erie St,Wabash Ave & Grand Ave,Subscriber,Female,1991.0
983602,2017-05-27 21:10:43,2017-05-27 21:15:52,309,Clark St & Armitage Ave,Bissell St & Armitage Ave,Subscriber,Female,1987.0
1530478,2017-06-29 17:18:54,2017-06-29 17:28:33,579,Kingsbury St & Erie St,Morgan St & Lake St,Subscriber,Female,1983.0
892877,2017-05-18 19:48:05,2017-05-18 19:52:54,289,California Ave & Milwaukee Ave,Humboldt Blvd & Armitage Ave,Subscriber,Female,1992.0
309381,2017-03-07 07:56:24,2017-03-07 08:06:58,634,Clinton St & Washington Blvd,St. Clair St & Erie St,Subscriber,Male,1959.0
665356,2017-04-25 18:13:47,2017-04-25 18:36:18,1351,Clinton St & Washington Blvd,Damen Ave & Pierce Ave,Subscriber,Male,1975.0
356907,2017-03-18 07:57:20,2017-03-18 08:06:37,557,Indiana Ave & 26th St,Wabash Ave & 8th St,Subscriber,Male,1990.0
234788,2017-02-21 16:35:11,2017-02-21 16:51:10,959,Clark St & Randolph St,Loomis St & Taylor St (*),Subscriber,Male,1984.0
800308,2017-05-12 14:05:36,2017-05-12 14:12:19,403,Wacker Dr & Washington St,State St & Kinzie St,Subscriber,Male,1968.0
146774,2017-02-09 07:28:48,2017-02-09 07:31:44,176,Campbell Ave & Montrose Ave,Rockwell St & Eastwood Ave,Subscriber,Male,1980.0
1450044,2017-06-24 18:55:06,2017-06-24 19:18:12,1386,St. Clair St & Erie St,Adler Planetarium,Customer,,
1270501,2017-06-13 20:25:39,2017-06-13 20:32:25,406,Lake Shore Dr & Belmont Ave,Halsted St & Roscoe St,Subscriber,Male,1983.0
1521727,2017-06-29 07:46:46,2017-06-29 08:00:45,839,Southport Ave & Belmont Ave,Leavitt St & Armitage Ave,Subscriber,Female,1990.0
945234,2017-05-24 19:24:46,2017-05-24 19:34:38,592,Damen Ave & Clybourn Ave,Halsted St & Diversey Pkwy,Subscriber,Male,1990.0
569630,2017-04-17 08:11:42,2017-04-17 08:22:03,621,Wabash Ave & Roosevelt Rd,Canal St & Adams St,Subscriber,Male,1967.0
326132,2017-03-09 15:18:09,2017-03-09 15:27:43,574,Sheridan Rd & Noyes St (NU),Benson Ave & Church St,Subscriber,Male,1992.0
1098437,2017-06-03 20:34:27,2017-06-03 20:47:48,801,Humboldt Blvd & Armitage Ave,Damen Ave & Pierce Ave,Subscriber,Male,1967.0
51909,2017-01-18 18:03:30,2017-01-18 18:19:25,955,Sedgwick St & Huron St,Halsted St & Wrightwood Ave,Subscriber,Male,1973.0
71771,2017-01-22 15:38:09,2017-01-22 15:42:32,263,Racine Ave & Belmont Ave,Halsted St & Diversey Pkwy,Subscriber,Male,1986.0
382061,2017-03-22 17:23:37,2017-03-22 17:38:10,873,Rush St & Superior St,Clinton St & Madison St,Subscriber,Male,1981.0
1108600,2017-06-04 14:54:59,2017-06-04 15:01:47,408,Columbus Dr & Randolph St,Dearborn St & Monroe St,Subscriber,Male,1959.0
620865,2017-04-21 20:37:41,2017-04-21 20:44:24,403,Broadway & Cornelia Ave,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1989.0
960967,2017-05-26 08:28:34,2017-05-26 08:31:55,201,Fairbanks Ct & Grand Ave,Wabash Ave & Grand Ave,Subscriber,Female,1991.0
34740,2017-01-13 10:29:03,2017-01-13 10:35:23,380,Lincoln Ave & Leavitt St,Ravenswood Ave & Montrose Ave (*),Subscriber,Female,1964.0
39985,2017-01-15 12:22:38,2017-01-15 12:36:17,819,Indiana Ave & Roosevelt Rd,Burnham Harbor,Subscriber,Male,1993.0
274981,2017-02-28 09:54:23,2017-02-28 10:05:35,672,Morgan St & Polk St,Clinton St & 18th St,Subscriber,Male,1989.0
454589,2017-04-04 17:14:33,2017-04-04 17:34:59,1226,Wilton Ave & Diversey Pkwy,State St & Kinzie St,Subscriber,Male,1980.0
16567,2017-01-06 18:12:09,2017-01-06 18:25:34,805,Daley Center Plaza,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1964.0
1188332,2017-06-09 09:49:33,2017-06-09 10:07:00,1047,Dusable Harbor,Franklin St & Chicago Ave,Subscriber,Female,1989.0
498235,2017-04-09 20:17:03,2017-04-09 20:36:54,1191,Clark St & Touhy Ave,Chicago Ave & Washington St,Customer,,
223399,2017-02-20 11:49:38,2017-02-20 12:02:50,792,Dayton St & North Ave,Ashland Ave & Chicago Ave,Subscriber,Male,1984.0
1127343,2017-06-05 17:11:18,2017-06-05 17:26:36,918,Stetson Ave & South Water St,Peoria St & Jackson Blvd,Subscriber,Female,1994.0
1084900,2017-06-03 11:24:10,2017-06-03 11:36:27,737,Lake Shore Dr & Wellington Ave,Pine Grove Ave & Waveland Ave,Subscriber,Female,1971.0
1367868,2017-06-20 09:17:47,2017-06-20 09:31:14,807,Clark St & Congress Pkwy,State St & Randolph St,Subscriber,Female,1989.0
177054,2017-02-15 09:09:33,2017-02-15 09:18:04,511,Wabash Ave & Wacker Pl,Franklin St & Quincy St,Subscriber,Male,1982.0
566700,2017-04-16 19:22:20,2017-04-16 19:56:45,2065,Lake Shore Dr & Monroe St,Field Museum,Customer,,
1432352,2017-06-23 21:11:47,2017-06-23 21:32:22,1235,Michigan Ave & Lake St,Lake Shore Dr & Monroe St,Customer,,
534236,2017-04-14 13:42:10,2017-04-14 14:01:06,1136,Lincoln Ave & Fullerton Ave,Clark St & Armitage Ave,Customer,,
1272594,2017-06-14 06:39:17,2017-06-14 06:51:05,708,Indiana Ave & Roosevelt Rd,Columbus Dr & Randolph St,Subscriber,Male,1979.0
888358,2017-05-18 16:54:11,2017-05-18 17:09:21,910,Wood St & Taylor St,Clinton St & Madison St,Subscriber,Male,1969.0
174087,2017-02-14 17:45:17,2017-02-14 17:54:39,562,Green St & Madison St,Racine Ave & Congress Pkwy,Subscriber,Male,1974.0
60145,2017-01-20 16:31:02,2017-01-20 16:36:01,299,Clark St & Randolph St,Clinton St & Jackson Blvd,Subscriber,Male,1962.0
1278831,2017-06-14 14:24:27,2017-06-14 14:31:17,410,Lincoln Ave & Roscoe St,Damen Ave & Wellington Ave,Subscriber,Male,1987.0
93628,2017-01-26 19:21:32,2017-01-26 19:24:19,167,Clinton St & Madison St,Clinton St & Lake St,Subscriber,Male,1979.0
217057,2017-02-19 15:24:45,2017-02-19 15:59:19,2074,Lake Shore Dr & Monroe St,Theater on the Lake,Customer,,
223660,2017-02-20 12:11:03,2017-02-20 12:15:12,249,Morgan St & Polk St,Loomis St & Lexington St,Subscriber,Male,1983.0
915306,2017-05-22 04:16:26,2017-05-22 04:28:16,710,Loomis St & Jackson Blvd,Wabash Ave & 8th St,Subscriber,Male,1961.0
1418718,2017-06-23 09:11:27,2017-06-23 09:19:15,468,Canal St & Madison St,Michigan Ave & Washington St,Subscriber,Male,1972.0
155678,2017-02-11 09:20:12,2017-02-11 09:30:26,614,Clark St & Lincoln Ave,Wells St & Huron St,Subscriber,Female,1990.0
1441896,2017-06-24 14:03:09,2017-06-24 14:06:41,212,Ashland Ave & Augusta Blvd,Wood St & Division St,Subscriber,Male,1984.0
1528003,2017-06-29 15:37:17,2017-06-29 15:41:35,258,Clinton St & Madison St,Canal St & Harrison St,Subscriber,Male,1952.0
889395,2017-05-18 17:24:22,2017-05-18 17:35:20,658,Franklin St & Monroe St,900 W Harrison St,Subscriber,Male,1989.0
1292381,2017-06-15 16:32:22,2017-06-15 17:08:16,2154,Streeter Dr & Grand Ave,Field Museum,Customer,,
959513,2017-05-26 07:01:58,2017-05-26 07:11:08,550,Lincoln Ave & Belle Plaine Ave,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1985.0
607911,2017-04-20 17:01:38,2017-04-20 17:07:38,360,Green St & Randolph St,Canal St & Monroe St (*),Subscriber,Male,1967.0
249295,2017-02-23 06:06:48,2017-02-23 06:12:22,334,Orleans St & Merchandise Mart Plaza,Franklin St & Quincy St,Subscriber,Male,1990.0
601897,2017-04-20 07:48:53,2017-04-20 07:52:11,198,Clark St & Montrose Ave,Ravenswood Ave & Montrose Ave (*),Subscriber,Male,1987.0
171842,2017-02-14 14:02:16,2017-02-14 14:04:08,112,Canal St & Harrison St,Canal St & Taylor St,Subscriber,Male,1991.0
1375607,2017-06-20 17:44:04,2017-06-20 18:19:47,2143,Michigan Ave & Jackson Blvd,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1980.0
661566,2017-04-25 15:59:27,2017-04-25 16:40:10,2443,Lake Shore Dr & Monroe St,Field Museum,Customer,,
1505933,2017-06-27 22:15:57,2017-06-27 22:24:03,486,Halsted St & Blackhawk St (*),Franklin St & Chicago Ave,Subscriber,Male,1991.0
1126817,2017-06-05 16:56:59,2017-06-05 17:06:49,590,Fairbanks Ct & Grand Ave,Clinton St & Washington Blvd,Subscriber,Male,1972.0
1409390,2017-06-22 16:50:08,2017-06-22 16:56:28,380,Desplaines St & Kinzie St,State St & Kinzie St,Subscriber,Male,1980.0
393827,2017-03-24 13:08:08,2017-03-24 13:53:04,2696,Lake Shore Dr & Ohio St,Lake Shore Dr & Ohio St,Customer,,
608987,2017-04-20 17:36:50,2017-04-20 17:53:48,1018,Wells St & Evergreen Ave,Lakeview Ave & Fullerton Pkwy,Subscriber,Female,1992.0
506016,2017-04-11 07:10:46,2017-04-11 07:26:46,960,Clinton St & Jackson Blvd,Hermitage Ave & Polk St,Subscriber,Male,1951.0
869445,2017-05-17 10:42:51,2017-05-17 10:48:03,312,Rush St & Superior St,Clark St & Elm St,Subscriber,Female,1985.0
1405813,2017-06-22 12:45:09,2017-06-22 13:00:39,930,Lakeview Ave & Fullerton Pkwy,Theater on the Lake,Customer,,
1169717,2017-06-08 08:46:02,2017-06-08 08:51:06,304,Loomis St & Lexington St,Wolcott Ave & Polk St,Subscriber,Female,1991.0
356164,2017-03-17 19:24:31,2017-03-17 19:42:01,1050,St. Clair St & Erie St,Larrabee St & Armitage Ave,Subscriber,Male,1989.0
1174149,2017-06-08 14:36:53,2017-06-08 16:08:52,5519,Halsted St & Dickens Ave,Michigan Ave & Lake St,Customer,,
158204,2017-02-11 16:23:55,2017-02-11 16:25:17,82,Chicago Ave & Washington St,Chicago Ave & Washington St,Subscriber,Male,1966.0
122316,2017-02-03 08:11:51,2017-02-03 08:16:20,269,Southport Ave & Clybourn Ave,Clifton Ave & Armitage Ave,Subscriber,Male,1970.0
797376,2017-05-12 09:23:09,2017-05-12 09:25:04,115,Racine Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1988.0
1056990,2017-06-01 17:23:31,2017-06-01 17:36:09,758,Canal St & Taylor St,Michigan Ave & 18th St,Subscriber,Male,1983.0
807632,2017-05-12 23:43:21,2017-05-12 23:59:18,957,Racine Ave & Randolph St,Halsted St & Willow St,Subscriber,Male,1989.0
1262335,2017-06-13 14:00:49,2017-06-13 14:04:46,237,Broadway & Barry Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1988.0
1225924,2017-06-11 11:41:10,2017-06-11 11:44:10,180,Mies van der Rohe Way & Chestnut St,Mies van der Rohe Way & Chestnut St,Customer,,
620086,2017-04-21 18:33:18,2017-04-21 18:43:24,606,Leavitt St & Armitage Ave,California Ave & Division St,Subscriber,Male,1989.0
1247883,2017-06-12 16:28:09,2017-06-12 16:46:04,1075,Dusable Harbor,Desplaines St & Randolph St,Subscriber,Female,1967.0
1094683,2017-06-03 17:33:20,2017-06-03 17:52:41,1161,Burnham Harbor,Dusable Harbor,Customer,,
974670,2017-05-27 14:10:04,2017-05-27 14:32:01,1317,Dearborn St & Erie St,Southport Ave & Clybourn Ave,Customer,,
626099,2017-04-22 15:03:57,2017-04-22 16:31:42,5265,Millennium Park,Indiana Ave & Roosevelt Rd,Customer,,
979489,2017-05-27 17:05:26,2017-05-27 17:16:51,685,Morgan St & Lake St,Larrabee St & Kingsbury St,Subscriber,Female,1982.0
190219,2017-02-17 14:05:24,2017-02-17 14:07:34,130,Damen Ave & Chicago Ave,Damen Ave & Augusta Blvd,Subscriber,Male,1975.0
149151,2017-02-09 17:11:14,2017-02-09 17:18:18,424,Wabash Ave & Wacker Pl,Canal St & Adams St,Subscriber,Male,1982.0
911495,2017-05-21 15:13:30,2017-05-21 15:22:20,530,Michigan Ave & Pearson St,Fairbanks Ct & Grand Ave,Customer,,
1496835,2017-06-27 15:57:38,2017-06-27 16:18:50,1272,State St & Kinzie St,Theater on the Lake,Subscriber,Male,1978.0
1230419,2017-06-11 14:46:47,2017-06-11 15:09:01,1334,Rockwell St & Eastwood Ave,Broadway & Wilson Ave,Subscriber,Male,1986.0
1210171,2017-06-10 13:29:41,2017-06-10 14:01:38,1917,Morgan St & Polk St,Millennium Park,Customer,,
166123,2017-02-13 16:26:01,2017-02-13 16:36:20,619,Mies van der Rohe Way & Chicago Ave,Daley Center Plaza,Subscriber,Female,1976.0
1459802,2017-06-25 13:29:38,2017-06-25 13:46:25,1007,LaSalle St & Illinois St,Michigan Ave & Washington St,Customer,,
1547987,2017-06-30 18:09:21,2017-06-30 18:16:07,406,Morgan St & Polk St,Aberdeen St & Jackson Blvd,Subscriber,Female,1997.0
821496,2017-05-13 20:13:41,2017-05-13 20:29:11,930,Damen Ave & Augusta Blvd,Humboldt Blvd & Armitage Ave,Subscriber,Female,1989.0
678258,2017-04-26 18:07:00,2017-04-26 18:23:00,960,Clinton St & Madison St,Clark St & Schiller St,Subscriber,Female,1982.0
27831,2017-01-11 08:41:29,2017-01-11 08:52:04,635,Michigan Ave & Washington St,Franklin St & Chicago Ave,Subscriber,Male,1963.0
453857,2017-04-04 16:35:43,2017-04-04 16:47:38,715,Dearborn St & Monroe St,Columbus Dr & Randolph St,Subscriber,Male,1987.0
1365441,2017-06-20 07:42:27,2017-06-20 07:55:42,795,Morgan St & Polk St,Franklin St & Monroe St,Subscriber,Male,1989.0
520385,2017-04-12 16:55:43,2017-04-12 17:12:03,980,Franklin St & Monroe St,Fairbanks Ct & Grand Ave,Subscriber,Female,1986.0
83207,2017-01-24 17:58:31,2017-01-24 18:00:56,145,Wilton Ave & Belmont Ave,Broadway & Belmont Ave,Subscriber,Female,1990.0
443216,2017-04-02 15:55:01,2017-04-02 16:06:55,714,Clark St & Elm St,Larrabee St & Webster Ave,Subscriber,Male,1990.0
773083,2017-05-09 18:17:43,2017-05-09 18:38:57,1274,Michigan Ave & Oak St,Lake Shore Dr & Belmont Ave,Customer,,
1283417,2017-06-15 05:45:11,2017-06-15 05:57:41,750,Michigan Ave & Washington St,Larrabee St & Kingsbury St,Subscriber,Male,1981.0
1418045,2017-06-23 08:31:46,2017-06-23 08:35:53,247,Michigan Ave & Jackson Blvd,Michigan Ave & Madison St,Subscriber,Male,1967.0
1135253,2017-06-06 08:08:26,2017-06-06 08:21:15,769,McClurg Ct & Erie St,Franklin St & Monroe St,Subscriber,Male,1988.0
2337,2017-01-02 11:28:54,2017-01-02 11:46:50,1076,Desplaines St & Kinzie St,Desplaines St & Kinzie St,Subscriber,Male,1985.0
331491,2017-03-10 13:19:34,2017-03-10 13:46:03,1589,Clinton St & Madison St,Clark St & 9th St (AMLI),Subscriber,Male,1982.0
1003948,2017-05-29 13:01:58,2017-05-29 13:12:01,603,Wabash Ave & Wacker Pl,Streeter Dr & Grand Ave,Customer,,
495777,2017-04-09 17:13:51,2017-04-09 17:21:16,445,Michigan Ave & Congress Pkwy,Clark St & Congress Pkwy,Customer,,
1302829,2017-06-16 08:48:11,2017-06-16 08:56:40,509,Rush St & Cedar St,Wabash Ave & Grand Ave,Subscriber,Male,1988.0
657544,2017-04-25 09:13:21,2017-04-25 09:39:29,1568,Indiana Ave & 26th St,Jefferson St & Monroe St,Subscriber,Male,1975.0
72582,2017-01-22 20:13:56,2017-01-22 20:24:40,644,Lake Shore Dr & Diversey Pkwy,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1987.0
1322552,2017-06-17 13:17:23,2017-06-17 13:37:10,1187,Buckingham Fountain,Lake Shore Dr & Ohio St,Customer,,
387672,2017-03-23 17:05:57,2017-03-23 17:10:51,294,LaSalle St & Jackson Blvd,Jefferson St & Monroe St,Subscriber,Male,1979.0
101356,2017-01-29 12:14:10,2017-01-29 12:26:40,750,Damen Ave & Melrose Ave,Ashland Ave & Belle Plaine Ave,Subscriber,Female,1985.0
559686,2017-04-16 11:58:46,2017-04-16 12:26:36,1670,Lake Shore Dr & North Blvd,Michigan Ave & Oak St,Customer,,
1104661,2017-06-04 12:08:21,2017-06-04 12:24:33,972,Ashland Ave & Division St,Aberdeen St & Monroe St,Subscriber,Male,1983.0
66110,2017-01-21 14:39:54,2017-01-21 15:06:33,1599,Lake Shore Dr & Ohio St,Cityfront Plaza Dr & Pioneer Ct,Customer,,
1137766,2017-06-06 11:12:21,2017-06-06 11:16:56,275,Laramie Ave & Gladys Ave,Laramie Ave & Madison St,Subscriber,Male,1995.0
1330090,2017-06-17 20:00:56,2017-06-17 20:12:28,692,Halsted St & Diversey Pkwy,Broadway & Waveland Ave,Subscriber,Female,1982.0
1261491,2017-06-13 12:50:40,2017-06-13 12:54:42,242,MLK Jr Dr & 29th St,Indiana Ave & 31st St,Subscriber,Male,1989.0
648515,2017-04-24 16:07:35,2017-04-24 16:37:26,1791,Emerald Ave & 28th St,Shields Ave & 31st St,Customer,,
1223084,2017-06-11 08:16:19,2017-06-11 08:31:39,920,Clark St & Lincoln Ave,Dusable Harbor,Subscriber,Female,1963.0
1336909,2017-06-18 13:14:25,2017-06-18 20:06:26,24721,Halsted St & Dickens Ave,Streeter Dr & Grand Ave,Customer,,
693223,2017-04-28 16:25:32,2017-04-28 16:36:38,666,Franklin St & Lake St,Larrabee St & Division St,Subscriber,Male,1986.0
1052084,2017-06-01 12:54:15,2017-06-01 13:17:28,1393,Adler Planetarium,Lake Shore Dr & Monroe St,Customer,,
459846,2017-04-06 08:08:59,2017-04-06 08:13:46,287,Canal St & Harrison St,Franklin St & Monroe St,Subscriber,Male,1978.0
549969,2017-04-15 15:29:08,2017-04-15 15:38:55,587,Green St & Randolph St,LaSalle St & Adams St,Customer,,
850711,2017-05-16 07:52:53,2017-05-16 08:00:58,485,Halsted St & Diversey Pkwy,Halsted St & Dickens Ave,Subscriber,Male,1985.0
578906,2017-04-17 21:09:33,2017-04-17 21:20:11,638,Franklin St & Jackson Blvd,Dearborn St & Erie St,Subscriber,Female,1977.0
1273432,2017-06-14 07:29:55,2017-06-14 07:32:52,177,Calumet Ave & 33rd St,State St & 33rd St,Subscriber,Male,1990.0
579784,2017-04-18 06:59:49,2017-04-18 07:06:20,391,Clinton St & Madison St,LaSalle St & Jackson Blvd,Subscriber,Male,1993.0
682735,2017-04-27 11:28:42,2017-04-27 11:50:16,1294,California Ave & Lake St,Clinton St & Madison St,Subscriber,Female,1987.0
690936,2017-04-28 11:45:19,2017-04-28 12:03:51,1112,Buckingham Fountain,Millennium Park,Customer,,
609946,2017-04-20 18:17:44,2017-04-20 18:29:23,699,Clinton St & Madison St,Ogden Ave & Chicago Ave,Subscriber,Male,1962.0
1006792,2017-05-29 14:41:02,2017-05-29 15:00:52,1190,Montrose Harbor,Broadway & Barry Ave,Subscriber,Male,1986.0
652885,2017-04-24 19:15:54,2017-04-24 19:29:41,827,Michigan Ave & Oak St,Sedgwick St & North Ave,Subscriber,Female,1989.0
268053,2017-02-27 12:25:22,2017-02-27 12:34:17,535,Kingsbury St & Kinzie St,Clark St & Randolph St,Subscriber,Male,1960.0
461330,2017-04-06 12:40:25,2017-04-06 12:52:38,733,Franklin St & Monroe St,St. Clair St & Erie St,Subscriber,Male,1984.0
1182702,2017-06-08 20:25:48,2017-06-08 20:53:58,1690,Rush St & Cedar St,Lake Shore Dr & North Blvd,Customer,,
719780,2017-05-03 16:04:13,2017-05-03 16:09:42,329,Aberdeen St & Jackson Blvd,Clinton St & Jackson Blvd,Subscriber,Female,1975.0
952514,2017-05-25 16:13:18,2017-05-25 16:19:12,354,Wabash Ave & Grand Ave,Clark St & Elm St,Subscriber,Female,1991.0
329259,2017-03-10 06:30:32,2017-03-10 06:33:02,150,Western Ave & Winnebago Ave,Leavitt St & North Ave,Subscriber,Male,1985.0
81446,2017-01-24 14:27:46,2017-01-24 14:49:50,1324,Wacker Dr & Washington St,Noble St & Milwaukee Ave,Subscriber,Male,1965.0
575920,2017-04-17 17:09:10,2017-04-17 17:16:22,432,Orleans St & Merchandise Mart Plaza,Wells St & Elm St,Subscriber,Male,1982.0
1406205,2017-06-22 13:14:49,2017-06-22 13:33:11,1102,Calumet Ave & 35th St,Calumet Ave & 21st St,Customer,,
1181322,2017-06-08 19:06:07,2017-06-08 19:14:35,508,Ravenswood Ave & Berteau Ave,Broadway & Sheridan Rd,Subscriber,Female,1975.0
1309520,2017-06-16 16:38:05,2017-06-16 16:48:53,648,Michigan Ave & Washington St,Canal St & Adams St,Subscriber,Male,1981.0
928568,2017-05-22 19:42:55,2017-05-22 20:13:00,1805,Desplaines St & Jackson Blvd,California Ave & North Ave,Subscriber,Male,1974.0
1444603,2017-06-24 15:32:32,2017-06-24 15:49:17,1005,McClurg Ct & Illinois St,Lake Shore Dr & North Blvd,Customer,,
1133606,2017-06-06 06:47:36,2017-06-06 06:52:16,280,Daley Center Plaza,Wacker Dr & Washington St,Subscriber,Male,1981.0
428966,2017-03-31 14:34:50,2017-03-31 14:41:50,420,Clark St & Randolph St,Clinton St & Jackson Blvd,Subscriber,Male,1986.0
129732,2017-02-05 16:27:49,2017-02-05 16:33:18,329,Halsted St & Roscoe St,Halsted St & Diversey Pkwy,Subscriber,Female,1992.0
263252,2017-02-26 13:22:42,2017-02-26 13:31:48,546,Rush St & Cedar St,Wabash Ave & Grand Ave,Subscriber,Male,1987.0
584237,2017-04-18 13:34:07,2017-04-18 13:49:07,900,Sheridan Rd & Irving Park Rd,Clark St & Wellington Ave,Customer,,
1486654,2017-06-26 20:41:28,2017-06-26 20:51:41,613,Canal St & Madison St,Eckhart Park,Subscriber,Male,1985.0
901987,2017-05-20 16:07:58,2017-05-20 16:17:57,599,Ogden Ave & Race Ave,Green St & Randolph St,Subscriber,Male,1992.0
1433287,2017-06-23 23:17:20,2017-06-23 23:32:47,927,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Subscriber,Male,1992.0
1499118,2017-06-27 17:10:06,2017-06-27 17:23:28,802,University Ave & 57th St,Cottage Grove Ave & 47th St,Subscriber,Male,1990.0
835691,2017-05-15 08:00:23,2017-05-15 08:21:09,1246,Theater on the Lake,State St & Pearson St,Subscriber,Male,1981.0
97854,2017-01-27 17:59:59,2017-01-27 18:03:04,185,Michigan Ave & Congress Pkwy,Clark St & Congress Pkwy,Subscriber,Male,1968.0
939363,2017-05-24 09:51:05,2017-05-24 10:08:31,1046,Ravenswood Ave & Montrose Ave (*),Ravenswood Ave & Montrose Ave (*),Subscriber,Male,1986.0
1119086,2017-06-05 07:57:43,2017-06-05 08:13:58,975,Clinton St & Madison St,Ashland Ave & Harrison St,Subscriber,Female,1964.0
709636,2017-05-02 13:08:06,2017-05-02 13:32:17,1451,Dusable Harbor,Rush St & Hubbard St,Customer,,
441301,2017-04-02 12:39:59,2017-04-02 12:51:28,689,Leavitt St & North Ave,Clifton Ave & Armitage Ave,Subscriber,Male,1987.0
193327,2017-02-17 17:29:02,2017-02-17 17:31:56,174,Sheffield Ave & Wellington Ave,Clark St & Wellington Ave,Subscriber,Male,1992.0
1511920,2017-06-28 13:47:26,2017-06-28 13:53:33,367,Morgan St & Polk St,Racine Ave & Congress Pkwy,Subscriber,Male,1993.0
267872,2017-02-27 11:48:38,2017-02-27 12:03:09,871,Wabash Ave & Roosevelt Rd,Shedd Aquarium,Customer,,
1010718,2017-05-29 17:00:02,2017-05-29 20:10:14,11412,Clark St & Armitage Ave,Sheffield Ave & Webster Ave,Customer,,
1105497,2017-06-04 12:45:04,2017-06-04 13:00:11,907,Pine Grove Ave & Irving Park Rd,Theater on the Lake,Subscriber,Male,1990.0
806357,2017-05-12 19:24:28,2017-05-12 19:30:28,360,Ravenswood Ave & Lawrence Ave,Clark St & Winnemac Ave,Customer,,
1141962,2017-06-06 16:24:03,2017-06-06 17:03:41,2378,Millennium Park,Michigan Ave & Lake St,Customer,,
1087605,2017-06-03 13:11:42,2017-06-03 13:21:44,602,Lakefront Trail & Bryn Mawr Ave,Clifton Ave & Lawrence Ave,Subscriber,Female,1985.0
684692,2017-04-27 16:56:20,2017-04-27 17:16:07,1187,Wacker Dr & Washington St,Morgan St & Polk St,Subscriber,Male,1982.0
828661,2017-05-14 14:17:51,2017-05-14 14:41:53,1442,Michigan Ave & Oak St,Halsted St & Blackhawk St (*),Subscriber,Male,1971.0
1400788,2017-06-22 07:23:49,2017-06-22 07:31:45,476,Wells St & Huron St,Franklin St & Quincy St,Subscriber,Female,1989.0
115891,2017-02-01 17:19:27,2017-02-01 17:29:50,623,Michigan Ave & 14th St,Michigan Ave & Washington St,Subscriber,Male,1985.0
1516325,2017-06-28 18:01:19,2017-06-28 18:04:41,202,Clark St & Elmdale Ave,Clark St & Bryn Mawr Ave,Subscriber,Male,1974.0
212029,2017-02-19 12:00:19,2017-02-19 12:34:41,2062,Sheridan Rd & Noyes St (NU),Eastlake Ter & Rogers Ave,Customer,,
562766,2017-04-16 15:24:24,2017-04-16 15:37:18,774,Halsted St & Dickens Ave,Halsted St & Blackhawk St (*),Subscriber,Female,1972.0
1197041,2017-06-09 17:15:28,2017-06-09 17:48:24,1976,Lake Shore Dr & Belmont Ave,Lake Shore Dr & North Blvd,Customer,,
1044282,2017-05-31 19:38:18,2017-05-31 19:48:48,630,Indiana Ave & Roosevelt Rd,Adler Planetarium,Subscriber,Male,1994.0
1548033,2017-06-30 18:11:38,2017-06-30 18:33:51,1333,Millennium Park,Dearborn St & Monroe St,Customer,,
860251,2017-05-16 17:50:22,2017-05-16 18:01:17,655,Halsted St & Maxwell St,Michigan Ave & 18th St,Subscriber,Female,1992.0
585842,2017-04-18 16:05:36,2017-04-18 16:22:05,989,Ogden Ave & Congress Pkwy,Artesian Ave & Hubbard St,Subscriber,Male,1973.0
1302918,2017-06-16 08:52:28,2017-06-16 08:59:21,413,MLK Jr Dr & 56th St (*),Ellis Ave & 55th St,Subscriber,Male,1994.0
451167,2017-04-04 08:20:38,2017-04-04 08:35:57,919,Clinton St & Jackson Blvd,Wolcott Ave & Polk St,Subscriber,Female,1965.0
716281,2017-05-03 08:29:29,2017-05-03 08:37:18,469,Clinton St & Washington Blvd,Aberdeen St & Jackson Blvd,Subscriber,Male,1972.0
76688,2017-01-23 17:10:46,2017-01-23 17:17:47,421,Financial Pl & Congress Pkwy,Wabash Ave & Roosevelt Rd,Subscriber,Male,1991.0
1031495,2017-05-31 07:15:31,2017-05-31 07:27:45,734,Clinton St & Jackson Blvd,Larrabee St & Kingsbury St,Subscriber,Male,1966.0
1501045,2017-06-27 17:53:10,2017-06-27 17:59:11,361,Sheffield Ave & Webster Ave,Southport Ave & Wrightwood Ave,Subscriber,Male,1993.0
612900,2017-04-21 07:24:13,2017-04-21 07:25:54,101,Wood St & Division St,Ashland Ave & Division St,Subscriber,Female,1974.0
94934,2017-01-27 07:59:53,2017-01-27 08:10:07,614,Lake Shore Dr & Ohio St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1984.0
