,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
50718,2017-01-12 08:02:00,2017-01-12 08:19:00,1035.74,15th & F St NE,Metro Center / 12th & G St NW,Subscriber
1401030,2017-06-04 07:36:47,2017-06-04 07:46:45,598.648,Potomac & M St NW,24th & N St NW,Customer
1186026,2017-05-17 07:03:33,2017-05-17 07:08:22,288.388,Kennedy Center,US Dept of State / Virginia Ave & 21st St NW,Subscriber
1248817,2017-05-22 06:53:49,2017-05-22 07:04:28,638.807,Florida Ave & R St NW,4th & D St NW / Judiciary Square,Subscriber
323061,2017-02-20 15:17:00,2017-02-20 15:29:00,694.4830000000001,8th & H St NW,1st & M St NE,Subscriber
189967,2017-02-02 19:50:00,2017-02-02 20:10:00,1177.139,Clarendon Blvd & Pierce St,Fairfax Dr & Kenmore St,Subscriber
712907,2017-04-06 08:40:00,2017-04-06 08:51:17,677.466,10th & Florida Ave NW,22nd & P ST NW,Subscriber
272051,2017-02-14 19:09:00,2017-02-14 19:18:00,516.969,5th & K St NW,M St & Delaware Ave NE,Subscriber
1708108,2017-06-27 12:01:01,2017-06-27 01:09:33,4112.248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1390127,2017-06-03 09:51:07,2017-06-03 09:56:38,331.61400000000003,7th & T St NW,14th & V St NW,Subscriber
794816,2017-04-13 03:52:01,2017-04-13 04:03:00,659.2610000000001,16th & Irving St NW,17th St & Massachusetts Ave NW,Subscriber
1692748,2017-06-26 11:33:33,2017-06-26 11:38:18,285.29400000000004,15th & Euclid St  NW,Columbia Rd & Belmont St NW,Subscriber
1516403,2017-06-13 06:30:29,2017-06-13 06:49:54,1165.451,Independence Ave & L'Enfant Plaza SW/DOE,3rd & Tingey St SE,Customer
886603,2017-04-19 08:45:57,2017-04-19 09:09:23,1405.9370000000001,1st & K St SE,17th & G St NW,Subscriber
216984,2017-02-07 07:57:00,2017-02-07 08:10:00,746.341,14th & Irving St NW,14th & L St NW,Subscriber
564111,2017-03-23 18:31:00,2017-03-23 18:37:00,375.70099999999996,1st & H St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
1648971,2017-06-23 09:50:51,2017-06-23 09:56:16,325.04,12th & U St NW,11th & M St NW,Subscriber
588214,2017-03-25 18:24:00,2017-03-25 19:56:00,5484.166,17th St & Independence Ave SW,8th & D St NW,Customer
1651657,2017-06-24 01:11:03,2017-06-24 01:31:22,1218.5539999999999,14th & V St NW,8th & F St NE,Subscriber
461408,2017-03-08 18:56:00,2017-03-08 19:06:00,584.654,19th & K St NW,New Hampshire Ave & T St NW,Customer
1585449,2017-06-18 10:45:40,2017-06-18 11:25:52,2412.743,Jefferson Memorial,17th St & Independence Ave SW,Customer
1157960,2017-05-15 05:38:37,2017-05-15 05:49:20,642.37,22nd St & Constitution Ave NW,14th & G St NW,Subscriber
749293,2017-04-10 01:02:05,2017-04-10 01:18:27,982.297,Lincoln Memorial,4th St & Madison Dr NW,Subscriber
1158636,2017-05-15 06:01:43,2017-05-15 06:07:47,364.309,3rd & G St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1117666,2017-05-10 08:25:02,2017-05-10 08:38:46,824.438,10th & Monroe St NE,North Capitol St & F St NW,Subscriber
346415,2017-02-23 07:16:00,2017-02-23 07:29:00,809.687,14th & Girard St NW,21st St & Pennsylvania Ave NW,Subscriber
1647262,2017-06-23 08:40:28,2017-06-23 09:05:58,1529.848,Jefferson Memorial,Lincoln Memorial,Customer
518100,2017-03-18 13:41:00,2017-03-18 13:54:00,803.85,Jefferson Memorial,Lincoln Memorial,Customer
134140,2017-01-25 18:40:00,2017-01-25 18:51:00,663.125,14th & V St NW,Rhode Island Ave & V St NE,Subscriber
266230,2017-02-14 07:33:00,2017-02-14 07:42:00,514.931,Bladensburg Rd & Benning Rd NE,Columbus Circle / Union Station,Subscriber
211035,2017-02-06 13:41:00,2017-02-06 13:51:00,639.337,7th & F St NW/Portrait Gallery,10th St & L'Enfant Plaza SW,Subscriber
763421,2017-04-11 01:29:01,2017-04-11 01:35:02,360.656,3rd & Elm St NW,7th & R St NW / Shaw Library,Subscriber
142288,2017-01-26 18:24:00,2017-01-26 18:28:00,239.264,Adams Mill & Columbia Rd NW,14th & Harvard St NW,Subscriber
173949,2017-01-31 19:53:00,2017-01-31 20:16:00,1397.0439999999999,1st & K St SE,23rd & E St NW ,Customer
1468038,2017-06-09 08:33:13,2017-06-09 08:36:44,211.36,Anacostia Metro,Good Hope Rd & MLK Ave SE,Subscriber
1339369,2017-05-30 10:51:38,2017-05-30 11:07:46,968.155,21st & I St NW,14th & V St NW,Subscriber
941686,2017-04-25 08:09:17,2017-04-25 08:14:13,296.291,4th & C St SW,Constitution Ave & 2nd St NW/DOL,Subscriber
562102,2017-03-23 16:39:00,2017-03-23 16:46:00,437.745,Ward Circle / American University,Wisconsin Ave & Newark St NW,Subscriber
1085015,2017-05-08 01:57:04,2017-05-08 02:11:36,871.7689999999999,Potomac & M St NW,21st & M St NW,Customer
910133,2017-04-21 07:57:24,2017-04-21 08:07:09,584.702,2nd & G St NE,4th & East Capitol St NE,Customer
307543,2017-02-19 12:04:00,2017-02-19 13:02:00,3489.993,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,3rd St & Pennsylvania Ave SE,Customer
1626321,2017-06-22 02:29:29,2017-06-22 02:35:33,363.24800000000005,Potomac & Pennsylvania Ave SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
803961,2017-04-13 08:53:27,2017-04-13 08:57:41,253.826,Aurora Hills Community Ctr/18th & Hayes St,Crystal City Metro / 18th & Bell St,Subscriber
829139,2017-04-15 04:17:48,2017-04-15 04:51:55,2046.945,23rd & Crystal Dr,Lynn & 19th St North,Customer
510394,2017-03-17 12:36:00,2017-03-17 12:49:00,727.552,C & O Canal & Wisconsin Ave NW,19th & G St NW,Subscriber
174361,2017-01-31 21:03:00,2017-01-31 21:07:00,243.688,15th & P St NW,Thomas Circle,Subscriber
275514,2017-02-15 09:45:00,2017-02-15 09:51:00,378.843,10th & K St NW,17th & K St NW / Farragut Square,Subscriber
1067511,2017-05-05 08:58:31,2017-05-05 09:10:46,734.291,11th & Kenyon St NW,Georgia Ave & Emerson St NW,Subscriber
274552,2017-02-15 08:30:00,2017-02-15 08:42:00,697.332,Kennedy Center,Lincoln Memorial,Customer
144034,2017-01-27 05:54:00,2017-01-27 06:09:00,899.2230000000001,M St & Delaware Ave NE,1st & N St  SE,Subscriber
1742298,2017-06-30 05:46:53,2017-06-30 06:05:33,1119.5819999999999,Thomas Circle,15th & P St NW,Customer
1304996,2017-05-27 11:14:16,2017-05-27 11:19:50,333.62800000000004,4th & East Capitol St NE,12th St & Pennsylvania Ave SE,Subscriber
231196,2017-02-08 15:42:00,2017-02-08 15:52:00,586.164,14th & L St NW,North Capitol St & F St NW,Subscriber
1174240,2017-05-16 07:41:25,2017-05-16 07:56:20,895.1289999999999,Calvert St & Woodley Pl NW,15th & P St NW,Customer
885547,2017-04-19 08:12:34,2017-04-19 08:15:25,171.05,12th & Irving St NE,10th & Monroe St NE,Subscriber
1042546,2017-05-03 06:35:56,2017-05-03 06:37:47,110.458,15th & Euclid St  NW,14th & Belmont St NW,Subscriber
1069569,2017-05-06 02:06:48,2017-05-06 02:33:42,1613.537,20th St & Florida Ave NW,10th St & Constitution Ave NW,Subscriber
839378,2017-04-15 12:05:31,2017-04-15 12:23:48,1096.941,Eastern Market / 7th & North Carolina Ave SE,New Jersey Ave & L St NW,Subscriber
724464,2017-04-08 03:11:54,2017-04-08 04:05:36,3221.7209999999995,34th & Water St NW,Crystal City Metro / 18th & Bell St,Subscriber
1500646,2017-06-12 03:44:00,2017-06-12 03:55:45,705.572,16th & Harvard St NW,Rhode Island & Connecticut Ave NW,Subscriber
68299,2017-01-14 17:44:00,2017-01-14 17:51:00,452.61400000000003,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,Subscriber
1397058,2017-06-04 03:27:47,2017-06-04 03:39:09,682.028,34th & Water St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
66196,2017-01-13 20:01:00,2017-01-13 20:11:00,585.038,Massachusetts Ave & Dupont Circle NW,New Hampshire Ave & 24th St NW,Subscriber
352712,2017-02-23 16:48:00,2017-02-23 17:10:00,1291.718,16th & Irving St NW,12th & Newton St NE,Subscriber
1177154,2017-05-16 09:08:24,2017-05-16 09:36:09,1664.5810000000001,14th & R St NW,2nd & G St NE,Subscriber
1546153,2017-06-15 08:07:54,2017-06-15 08:19:19,685.422,14th & D St NW / Ronald Reagan Building,24th & N St NW,Subscriber
225664,2017-02-07 23:16:00,2017-02-07 23:19:00,179.862,Adams Mill & Columbia Rd NW,15th & Euclid St  NW,Subscriber
772205,2017-04-11 07:51:12,2017-04-11 08:11:42,1230.014,22nd & I St NW / Foggy Bottom,Calvert St & Woodley Pl NW,Customer
1129644,2017-05-12 08:15:10,2017-05-12 08:21:45,394.82300000000004,14th & Rhode Island Ave NW,12th & U St NW,Subscriber
370206,2017-02-24 22:42:00,2017-02-24 22:52:00,614.757,7th & T St NW,8th & H St NW,Subscriber
887755,2017-04-19 09:47:17,2017-04-19 09:52:05,288.025,3rd & H St NE,D St & Maryland Ave NE,Subscriber
492123,2017-03-13 08:04:00,2017-03-13 08:10:00,356.103,N Rhodes & 16th St N,Lynn & 19th St North,Subscriber
860942,2017-04-17 08:00:36,2017-04-17 08:11:26,650.36,14th & Irving St NW,17th & K St NW,Subscriber
25911,2017-01-06 15:16:00,2017-01-06 15:25:00,511.971,19th & G St NW,24th & N St NW,Subscriber
1442236,2017-06-07 09:42:52,2017-06-07 09:54:59,727.015,13th St & New York Ave NW,1st & M St NE,Subscriber
597953,2017-03-27 06:18:00,2017-03-27 06:26:00,529.89,North Capitol St & F St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1618407,2017-06-21 07:16:15,2017-06-21 07:24:17,482.173,8th & O St NW,3rd & Elm St NW,Subscriber
517668,2017-03-18 13:12:00,2017-03-18 13:25:00,778.8889999999999,37th & O St NW / Georgetown University,34th St & Wisconsin Ave NW,Customer
1106172,2017-05-09 09:30:04,2017-05-09 09:41:03,659.3389999999999,14th & G St NW,11th & S St NW,Subscriber
1503113,2017-06-12 05:47:08,2017-06-12 05:50:57,228.72799999999998,1st & D St SE,1st & K St SE,Subscriber
1462729,2017-06-09 05:25:14,2017-06-09 05:48:47,1412.776,Jefferson Memorial,Columbia Pike & S Orme St,Subscriber
353266,2017-02-23 17:13:00,2017-02-23 17:24:00,677.3969999999999,Maryland & Independence Ave SW,Columbus Circle / Union Station,Subscriber
916109,2017-04-22 02:24:30,2017-04-22 02:31:20,409.163,Saint Asaph & Madison St,Potomac Greens Dr & Slaters Ln,Subscriber
439326,2017-03-06 15:22:00,2017-03-06 15:37:00,885.58,5th & K St NW,1st & D St SE,Subscriber
1278715,2017-05-25 06:56:27,2017-05-25 07:08:12,704.0930000000001,4th & M St SW,New York Ave & 15th St NW,Subscriber
1071081,2017-05-06 04:47:41,2017-05-06 05:15:25,1663.8270000000002,Independence Ave & L'Enfant Plaza SW/DOE,22nd St & Constitution Ave NW,Subscriber
1107249,2017-05-09 11:07:44,2017-05-09 11:22:35,890.607,10th & K St NW,10th & K St NW,Subscriber
1360616,2017-06-01 07:47:58,2017-06-01 07:57:04,546.505,Jefferson Dr & 14th St SW,4th & E St SW,Subscriber
921490,2017-04-23 02:16:12,2017-04-23 02:39:21,1388.098,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Constitution Ave & 2nd St NW/DOL,Customer
224075,2017-02-07 19:00:00,2017-02-07 19:09:00,541.7040000000001,3rd & H St NE,4th & W St NE,Subscriber
731428,2017-04-08 10:37:08,2017-04-08 11:04:16,1628.471,22nd & I St NW / Foggy Bottom,9th & Upshur St NW,Subscriber
1807,2017-01-01 14:18:00,2017-01-01 14:22:00,286.119,Virginia Square Metro / N Monroe St & 9th St N,Utah St & 11th St N ,Subscriber
997286,2017-04-29 11:47:08,2017-04-29 11:57:45,636.591,Convention Center / 7th & M St NW,8th & D St NW,Customer
278742,2017-02-15 18:01:00,2017-02-15 18:07:00,338.702,17th & Corcoran St NW,14th & V St NW,Subscriber
228326,2017-02-08 09:00:00,2017-02-08 09:18:00,1073.363,14th & D St SE,5th & F St NW,Subscriber
1722340,2017-06-28 11:01:49,2017-06-28 12:25:09,4999.932,15th St & Constitution Ave NW,19th St & Constitution Ave NW,Customer
1523697,2017-06-13 12:15:24,2017-06-13 12:36:40,1276.269,11th & F St NW,4th St & Madison Dr NW,Customer
905088,2017-04-21 04:36:53,2017-04-21 04:59:10,1337.148,10th St & L'Enfant Plaza SW,New Jersey Ave & R St NW,Subscriber
507365,2017-03-16 19:55:00,2017-03-16 20:12:00,1030.604,Columbia Rd & Belmont St NW,11th & O St NW,Subscriber
1082137,2017-05-07 10:26:00,2017-05-07 10:36:07,607.414,10th & K St NW,10th & E St NW,Customer
506783,2017-03-16 18:29:00,2017-03-16 18:38:00,592.9209999999999,North Capitol St & G Pl NE,4th & W St NE,Subscriber
14212,2017-01-04 17:12:00,2017-01-04 17:25:00,759.5060000000001,Washington & Independence Ave SW/HHS,1st & M St NE,Subscriber
1069200,2017-05-06 01:25:47,2017-05-06 01:59:56,2048.433,Wisconsin Ave & O St NW,9th & Upshur St NW,Customer
1256446,2017-05-23 05:42:59,2017-05-23 05:55:45,765.512,Metro Center / 12th & G St NW,Columbus Circle / Union Station,Subscriber
1724353,2017-06-29 01:58:26,2017-06-29 02:07:37,550.7869999999999,11th & F St NW,17th & K St NW,Subscriber
1432045,2017-06-07 01:50:38,2017-06-07 01:56:50,371.82800000000003,10th St & L'Enfant Plaza SW,4th & M St SW,Subscriber
1471219,2017-06-09 11:22:49,2017-06-09 11:56:07,1998.7920000000001,Jefferson Dr & 14th St SW,Lincoln Memorial,Customer
1748956,2017-06-30 10:06:18,2017-06-30 10:17:08,650.203,Connecticut Ave & R St NW,10th & U St NW,Subscriber
779681,2017-04-12 03:01:30,2017-04-12 04:11:01,4170.626,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
963582,2017-04-27 07:19:41,2017-04-27 07:43:44,1443.194,New Jersey Ave & L St NW,16th & Harvard St NW,Customer
585949,2017-03-25 16:41:00,2017-03-25 18:29:00,6462.284000000001,18th & M St NW,18th & M St NW,Customer
533344,2017-03-20 15:04:00,2017-03-20 15:09:00,307.79400000000004,20th & L St NW,Thomas Circle,Subscriber
1218241,2017-05-19 12:34:08,2017-05-19 12:38:52,283.56,5th & K St NW,6th St & Indiana Ave NW,Subscriber
1577398,2017-06-18 01:33:34,2017-06-18 02:25:24,3109.986,8th & O St NW,7th & T St NW,Subscriber
1291993,2017-05-26 09:08:11,2017-05-26 09:16:03,471.663,12th & U St NW,14th & L St NW,Subscriber
1711767,2017-06-28 04:55:41,2017-06-28 05:04:34,532.544,15th & K St NW,12th & U St NW,Subscriber
1599569,2017-06-20 04:30:42,2017-06-20 04:39:01,499.538,14th & D St NW / Ronald Reagan Building,Constitution Ave & 2nd St NW/DOL,Subscriber
917776,2017-04-22 08:26:12,2017-04-22 08:38:27,735.0,Smithsonian-National Mall / Jefferson Dr & 12th St SW,4th & M St SW,Subscriber
1256826,2017-05-23 05:58:34,2017-05-23 06:05:59,445.241,California St & Florida Ave NW,12th & U St NW,Subscriber
746439,2017-04-09 10:57:30,2017-04-09 11:00:01,150.754,14th & Rhode Island Ave NW,Rhode Island & Connecticut Ave NW,Subscriber
497494,2017-03-13 19:48:00,2017-03-13 19:54:00,402.074,5th & K St NW,1st & O St NW,Subscriber
1250652,2017-05-22 08:52:03,2017-05-22 09:21:17,1753.4660000000001,15th & Euclid St  NW,Georgetown Harbor / 30th St NW,Customer
1262725,2017-05-23 12:19:00,2017-05-23 12:22:14,193.77700000000002,Wilson Blvd & Franklin Rd,N Veitch  & 20th St N,Subscriber
1144450,2017-05-14 03:45:30,2017-05-14 03:55:56,626.4169999999999,Georgetown Harbor / 30th St NW,18th & R St NW,Subscriber
968915,2017-04-27 10:50:55,2017-04-27 11:27:20,2184.541,21st St & Constitution Ave NW,New York Ave & 15th St NW,Customer
655515,2017-04-01 11:43:01,2017-04-01 12:07:54,1492.4579999999999,14th & Belmont St NW,Jefferson Dr & 14th St SW,Subscriber
1391482,2017-06-03 10:57:53,2017-06-03 11:19:44,1311.019,Park Rd & Holmead Pl NW,14th & D St NW / Ronald Reagan Building,Subscriber
857537,2017-04-17 05:46:29,2017-04-17 06:15:52,1762.961,10th St & Constitution Ave NW,3rd & Tingey St SE,Customer
850955,2017-04-16 10:45:05,2017-04-16 12:09:15,5049.659000000001,Lincoln Memorial,14th & D St NW / Ronald Reagan Building,Customer
807034,2017-04-13 11:59:11,2017-04-13 12:16:18,1027.829,Iwo Jima Memorial/N Meade & 14th St N,Lincoln Memorial,Customer
343558,2017-02-22 18:21:00,2017-02-22 18:24:00,175.43099999999998,Wilson Blvd & Franklin Rd,Clarendon Metro / Wilson Blvd & N Highland St,Subscriber
1464401,2017-06-09 06:25:14,2017-06-09 06:34:31,557.001,Veterans Pl & Pershing Dr ,Sligo Ave & Carroll Ln,Subscriber
615554,2017-03-28 17:32:00,2017-03-28 17:45:00,740.424,23rd & E St NW ,17th St & Massachusetts Ave NW,Subscriber
563081,2017-03-23 17:39:00,2017-03-23 18:08:00,1732.9389999999999,Eads St & 15th St S,Saint Asaph St & Pendleton  St,Subscriber
1496191,2017-06-11 10:12:34,2017-06-11 10:54:31,2516.298,Connecticut & Nebraska Ave NW,Harvard St & Adams Mill Rd NW,Subscriber
288235,2017-02-17 08:40:00,2017-02-17 08:54:00,798.217,Adams Mill & Columbia Rd NW,21st & I St NW,Subscriber
1051477,2017-05-04 03:49:27,2017-05-04 03:59:35,607.571,10th St & Constitution Ave NW,Columbus Circle / Union Station,Subscriber
264923,2017-02-13 19:57:00,2017-02-13 20:05:00,488.083,37th & O St NW / Georgetown University,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Subscriber
774089,2017-04-11 08:43:04,2017-04-11 08:53:01,597.773,14th St & New York Ave NW,USDA / 12th & Independence Ave SW,Subscriber
188881,2017-02-02 18:01:00,2017-02-02 18:07:00,315.26599999999996,8th & H St NW,5th & K St NW,Subscriber
1463764,2017-06-09 06:00:20,2017-06-09 06:14:12,831.834,5th & K St NW,Neal St & Trinidad Ave NE,Subscriber
1530860,2017-06-14 07:21:11,2017-06-14 07:28:57,465.832,15th St & Massachusetts Ave SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
646360,2017-03-31 22:27:00,2017-03-31 22:36:00,574.368,King St Metro South,Franklin & S Washington St,Subscriber
635775,2017-03-30 11:41:00,2017-03-30 11:45:00,246.483,14th & D St NW / Ronald Reagan Building,13th St & New York Ave NW,Subscriber
1707593,2017-06-27 11:21:37,2017-06-27 11:26:05,268.297,14th & D St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1669086,2017-06-25 03:34:13,2017-06-25 03:37:44,210.25900000000001,D St & Maryland Ave NE,6th & H St NE,Subscriber
751684,2017-04-10 04:06:24,2017-04-10 04:14:20,476.24699999999996,17th St & Independence Ave SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1593833,2017-06-19 08:24:25,2017-06-19 08:32:02,456.746,12th & L St NW,5th & F St NW,Subscriber
853311,2017-04-16 12:33:36,2017-04-16 01:01:22,1665.985,12th & U St NW,10th St & Constitution Ave NW,Subscriber
216089,2017-02-07 06:19:00,2017-02-07 06:28:00,528.351,New Hampshire Ave & T St NW,New York Ave & 15th St NW,Subscriber
262767,2017-02-13 16:55:00,2017-02-13 16:58:00,205.34099999999998,Thomas Circle,17th & Corcoran St NW,Subscriber
1747279,2017-06-30 08:45:11,2017-06-30 08:56:59,707.993,7th & R St NW / Shaw Library,L'Enfant Plaza / 7th & C St SW,Subscriber
575362,2017-03-25 06:42:00,2017-03-25 06:52:00,584.19,5th & K St NW,17th St & Massachusetts Ave NW,Subscriber
736702,2017-04-09 02:32:21,2017-04-09 02:53:07,1245.906,4th St & Madison Dr NW,Jefferson Dr & 14th St SW,Subscriber
903620,2017-04-21 03:05:34,2017-04-21 03:15:09,574.866,10th & K St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1440037,2017-06-07 08:12:16,2017-06-07 08:27:02,885.959,18th St & Pennsylvania Ave NW,North Capitol St & F St NW,Subscriber
904757,2017-04-21 04:20:06,2017-04-21 04:28:56,529.909,Columbus Circle / Union Station,7th & E St SW,Subscriber
478020,2017-03-10 12:44:00,2017-03-10 13:03:00,1121.5610000000001,5th St & Massachusetts Ave NW,21st & I St NW,Subscriber
1507495,2017-06-12 08:19:17,2017-06-12 08:37:44,1107.18,6th & K St NE,4th & E St SW,Subscriber
1071613,2017-05-06 06:20:03,2017-05-06 06:30:34,631.4069999999999,4th & M St SW,10th & E St NW,Subscriber
1440606,2017-06-07 08:29:35,2017-06-07 08:45:03,928.25,11th & S St NW,Georgetown Harbor / 30th St NW,Subscriber
920839,2017-04-23 01:42:23,2017-04-23 03:36:16,6832.897,15th & P St NW,Jefferson Dr & 14th St SW,Customer
253323,2017-02-11 18:37:00,2017-02-11 18:49:00,748.972,11th & F St NW,20th & O St NW / Dupont South,Subscriber
1480926,2017-06-10 08:25:42,2017-06-10 08:34:57,554.8330000000001,11th & Kenyon St NW,Columbia & Ontario Rd NW,Subscriber
834635,2017-04-15 08:28:57,2017-04-15 08:41:57,780.4760000000001,USDA / 12th & Independence Ave SW,Constitution Ave & 2nd St NW/DOL,Customer
1083329,2017-05-07 11:48:44,2017-05-07 12:08:39,1194.23,New Jersey Ave & N St NW/Dunbar HS,16th & Harvard St NW,Subscriber
1689005,2017-06-26 08:10:55,2017-06-26 08:16:44,348.661,12th & L St NW,12th & U St NW,Subscriber
1252074,2017-05-22 11:51:12,2017-05-23 01:33:23,6131.094,21st St & Constitution Ave NW,21st St & Constitution Ave NW,Customer
1322549,2017-05-29 05:36:34,2017-05-29 05:43:34,420.088,14th & Rhode Island Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1068900,2017-05-05 12:43:43,2017-05-05 12:47:23,220.86900000000003,21st & I St NW,25th St & Pennsylvania Ave NW,Subscriber
585181,2017-03-25 16:09:00,2017-03-25 16:15:00,363.834,11th & M St NW,7th & T St NW,Subscriber
1028196,2017-05-02 05:53:24,2017-05-02 06:14:49,1285.026,Lamont & Mt Pleasant NW,22nd & I St NW / Foggy Bottom,Subscriber
179593,2017-02-01 16:51:00,2017-02-01 16:56:00,318.08099999999996,18th & C St NW,Jefferson Dr & 14th St SW,Subscriber
172467,2017-01-31 17:50:00,2017-01-31 18:23:00,1983.342,18th St & Pennsylvania Ave NW,11th & Kenyon St NW,Subscriber
1176134,2017-05-16 08:31:59,2017-05-16 08:50:58,1139.288,14th St & Colorado Ave NW,Thomas Circle,Subscriber
1520505,2017-06-13 08:37:27,2017-06-13 08:47:05,577.479,River Rd & Landy Ln,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Subscriber
1511416,2017-06-12 12:43:53,2017-06-12 01:03:51,1198.33,20th & O St NW / Dupont South,20th & O St NW / Dupont South,Subscriber
718257,2017-04-07 07:42:58,2017-04-07 07:49:13,375.14,15th & P St NW,12th & U St NW,Subscriber
928601,2017-04-23 10:56:07,2017-04-23 11:09:12,785.345,King St Metro South,Prince St & Union St,Customer
217096,2017-02-07 08:04:00,2017-02-07 08:18:00,853.432,Bladensburg Rd & Benning Rd NE,New Jersey Ave & L St NW,Subscriber
1205121,2017-05-18 12:57:54,2017-05-18 01:26:50,1736.245,24th & R St NE / National Arboretum,24th & R St NE / National Arboretum,Customer
949568,2017-04-26 06:32:34,2017-04-26 06:52:57,1222.969,Wisconsin Ave & Brandywine St NW,Lamont & Mt Pleasant NW,Subscriber
1516588,2017-06-13 06:36:06,2017-06-13 06:40:51,285.60400000000004,Maryland Ave & E St NE,Columbus Circle / Union Station,Subscriber
958539,2017-04-27 04:11:32,2017-04-27 04:20:47,554.955,15th & P St NW,5th & K St NW,Subscriber
699603,2017-04-05 06:16:11,2017-04-05 06:23:58,466.37,4th & E St SW,M St & New Jersey Ave SE,Subscriber
92318,2017-01-19 08:14:00,2017-01-19 08:19:00,311.962,8th & O St NW,7th & T St NW,Subscriber
17416,2017-01-05 07:52:00,2017-01-05 08:23:00,1845.125,Georgia & Missouri Ave NW,25th St & Pennsylvania Ave NW,Subscriber
1031737,2017-05-02 07:46:28,2017-05-02 07:55:32,544.052,Connecticut & Nebraska Ave NW,Yuma St & Tenley Circle NW,Subscriber
955765,2017-04-26 11:46:50,2017-04-26 11:51:27,276.635,North Capitol St & F St NW,3rd & H St NW,Subscriber
1273363,2017-05-24 10:04:01,2017-05-24 10:19:44,942.88,3rd & H St NW,13th & H St NE,Subscriber
1622957,2017-06-21 09:42:13,2017-06-21 09:48:03,350.342,Monroe Ave & Leslie Ave,Braddock Rd Metro,Subscriber
1210724,2017-05-19 06:37:12,2017-05-19 06:57:08,1196.693,C & O Canal & Wisconsin Ave NW,12th & U St NW,Subscriber
1464904,2017-06-09 06:47:19,2017-06-09 06:54:59,459.596,M St & Pennsylvania Ave NW,17th & K St NW,Subscriber
326948,2017-02-20 20:43:00,2017-02-20 20:53:00,580.576,22nd & P ST NW,M St & Pennsylvania Ave NW,Customer
1033740,2017-05-02 08:43:31,2017-05-02 08:51:33,482.26,4th & D St NW / Judiciary Square,10th & K St NW,Subscriber
1271836,2017-05-24 08:41:26,2017-05-24 08:49:34,487.879,Thomas Circle,8th & D St NW,Subscriber
1614018,2017-06-21 04:54:37,2017-06-21 05:00:41,363.98199999999997,8th & F St NW,North Capitol St & F St NW,Subscriber
1593050,2017-06-19 07:56:44,2017-06-19 08:00:22,218.165,Crystal City Metro / 18th & Bell St,26th & S Clark St,Subscriber
1535524,2017-06-14 10:11:16,2017-06-14 10:37:01,1545.467,Massachusetts Ave & Dupont Circle NW,17th & G St NW,Customer
752612,2017-04-10 04:57:38,2017-04-10 05:18:05,1226.428,Adams Mill & Columbia Rd NW,10th & K St NW,Customer
1379847,2017-06-02 12:27:35,2017-06-02 12:32:03,268.748,Commerce St & Fayette St,Braddock Rd Metro,Subscriber
943986,2017-04-25 10:49:06,2017-04-25 11:14:35,1528.506,27th & Crystal Dr,Jefferson Memorial,Customer
523199,2017-03-18 20:39:00,2017-03-18 21:09:00,1767.31,2nd St & Massachusetts Ave NE,Columbia Rd & Georgia Ave NW,Subscriber
1098162,2017-05-09 04:36:13,2017-05-09 04:45:27,553.763,12th & L St NW,20th & E St NW,Subscriber
1340258,2017-05-30 12:52:15,2017-05-30 12:59:26,430.349,Madison & Fairfax St,Royal & Wilkes St,Customer
1107639,2017-05-09 11:53:28,2017-05-09 12:06:53,804.92,19th & E Street NW,Lincoln Memorial,Customer
1396261,2017-06-04 02:45:23,2017-06-04 03:35:40,3017.4709999999995,18th & M St NW,Lincoln Memorial,Customer
68096,2017-01-14 15:48:00,2017-01-14 15:51:00,202.907,21st & M St NW,21st & I St NW,Subscriber
110264,2017-01-21 16:17:00,2017-01-21 16:43:00,1557.287,12th & L St NW,New Hampshire Ave & T St NW,Customer
747789,2017-04-09 12:03:25,2017-04-09 12:15:35,729.7919999999999,12th & U St NW,5th & K St NW,Subscriber
1173415,2017-05-16 07:15:55,2017-05-16 07:28:25,750.196,Columbia Rd & Belmont St NW,31st & Water St NW,Subscriber
